Id,SalePrice
1461,118444.06422709345
1462,172832.3494221556
1463,186984.11976394197
1464,203272.1775935156
1465,181562.84712017883
1466,169310.93489334077
1467,174321.05265117323
1468,163642.6013794712
1469,181832.3986166765
1470,127143.88722972089
1471,207607.6613299638
1472,96521.46039655736
1473,98331.94878531413
1474,147309.42447630558
1475,123023.1688464421
1476,348412.35097679036
1477,247451.90044805058
1478,271040.1351572153
1479,277279.3298311617
1480,464029.41993583273
1481,351674.1343466991
1482,204601.3897668199
1483,165802.43353466032
1484,163881.8337733917
1485,177708.31641156017
1486,194283.45668984123
1487,351226.33500106866
1488,232028.41391116957
1489,195049.07252506286
1490,219290.82880742513
1491,189655.71772991453
1492,90920.17568538392
1493,183951.5244649596
1494,289723.25509567535
1495,271903.6837622558
1496,245661.47134791047
1497,179069.5953211686
1498,163451.6634729587
1499,164710.3092056444
1500,158095.11211232966
1501,175398.7019919046
1502,154178.47666821632
1503,275629.72089796053
1504,244093.78174296138
1505,244927.48676490702
1506,185041.6543672292
1507,230944.08959467226
1508,194013.21658069908
1509,159800.18969964766
1510,146579.3946757389
1511,146904.31385659555
1512,171494.68283146745
1513,147836.70507125973
1514,161023.72021105548
1515,194625.7284714356
1516,159612.29737393605
1517,164482.16681595668
1518,132208.6367334064
1519,228637.15668655263
1520,138170.71218417975
1521,137487.4685840631
1522,172826.26482038983
1523,115715.97379862092
1524,128204.09714708064
1525,120205.61119898858
1526,115212.18403412803
1527,93480.29397182223
1528,136772.24814174164
1529,149987.1426316156
1530,162033.14476144916
1531,112515.13087345999
1532,98682.7183157028
1533,147459.31449551886
1534,119297.68180292466
1535,155758.93555867698
1536,105353.75137704295
1537,52695.730807311535
1538,148423.5916317775
1539,193822.1272231078
1540,98429.7669205397
1541,135815.79285749985
1542,145153.14004864785
1543,200782.7749092397
1544,68887.6344264503
1545,116491.34832944711
1546,130896.8138805152
1547,132930.21517838154
1548,133561.51618300943
1549,107545.72088882267
1550,132488.68265462955
1551,112533.36078210028
1552,128932.96563861992
1553,150448.4672105148
1554,117969.64176337108
1555,158229.68591426976
1556,86266.46695155074
1557,109431.61525943082
1558,90313.4174378309
1559,74851.1476452155
1560,138756.88879591046
1561,142739.54849580146
1562,130987.53860490884
1563,119029.45583414877
1564,159433.16907853
1565,148178.52469169808
1566,225270.88476471434
1567,74004.10694355784
1568,232468.1088658961
1569,153715.34134667818
1570,138893.48417207442
1571,114032.53631232392
1572,147154.51224118806
1573,240851.95910943384
1574,112969.37324364012
1575,208194.02277003496
1576,228118.41244820552
1577,177452.77043612572
1578,139121.26834313344
1579,142201.61177243054
1580,185641.0537926878
1581,159643.85964818342
1582,123084.03211316616
1583,331306.3959845628
1584,225738.00649881666
1585,137898.8460434899
1586,65830.21330654275
1587,95850.10084627039
1588,151450.60092971975
1589,102062.89240586682
1590,132460.68242256655
1591,95943.55885068819
1592,120347.01848004523
1593,119008.97395475864
1594,136065.69834964583
1595,113645.78263436288
1596,266338.93498125527
1597,198457.13079231567
1598,202067.7428762133
1599,166229.9200690488
1600,159154.1608320127
1601,78982.89875310399
1602,104739.58925605984
1603,94667.03804822969
1604,269603.4000225635
1605,245072.10330003177
1606,177543.74762208786
1607,168197.12173886193
1608,209041.8843318926
1609,174117.81287890702
1610,154688.31829704027
1611,136034.8533121837
1612,160002.4210871708
1613,166442.77766526066
1614,127156.3800973482
1615,92007.80064301341
1616,76934.98105890816
1617,90232.55871822734
1618,131801.79095735424
1619,144626.64840573375
1620,163589.42104865488
1621,138576.81904308475
1622,145732.38532132862
1623,267723.6734779132
1624,213335.25476185983
1625,116798.91200857554
1626,167305.4943453809
1627,189915.93719684848
1628,288770.89919391525
1629,166217.38423564192
1630,374640.55399151996
1631,198031.49629971132
1632,250048.1032675492
1633,170016.96529835073
1634,181255.98939560144
1635,179885.3213420421
1636,149736.3653814008
1637,191654.8091966302
1638,180916.4685365976
1639,177214.88401988777
1640,261990.0538711766
1641,166873.20428424413
1642,239236.0371297914
1643,217656.77732692045
1644,243972.9756562216
1645,200724.11896597932
1646,159431.1048516015
1647,155830.9593417422
1648,132860.33535359605
1649,139259.10233264073
1650,114108.13349105355
1651,121360.11362924306
1652,96829.22214865149
1653,106275.22429840619
1654,143398.84909549603
1655,148566.40333587636
1656,145929.06866607576
1657,146025.97016018062
1658,148453.94207351617
1659,132882.2523134477
1660,152078.91450591385
1661,486013.8964398331
1662,396294.5507822192
1663,397465.9608270634
1664,457882.45845140936
1665,304277.8101851529
1666,332519.1824629236
1667,393367.0935803355
1668,348758.86726833164
1669,300838.695814175
1670,367969.66216951655
1671,260664.51618821
1672,458221.3857373718
1673,276940.25861017196
1674,245090.23466167762
1675,202308.84142865945
1676,184091.22305517195
1677,222984.68897537896
1678,457461.8216042783
1679,397512.0849684058
1680,356983.7573468224
1681,249338.71977401795
1682,285031.9993321204
1683,183438.93262275762
1684,170246.93980320322
1685,172073.41181265842
1686,169626.2881186586
1687,170941.3740247034
1688,193356.50335768113
1689,192251.8302595517
